"serial_number","device_name","address","latitude","longitude","active_site","device_type","total_since_install","prior_to_2023","total_2023","total_2024","total_2025","total_2026","january_2026","february_2026","march_2026","april_2026","may_2026","june_2026","july_2026","august_2026","september_2026","october_2026","november_2026","december_2026","participatory_budgeting","coordinates"
"21001421","BERGIN PARK BY NEIGHBOR FENCE","88 Pemberton St","42.3909","-71.127","false","Box","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.126961 42.390877)"
"17000816","MURRY HILL RD","31 Murray Hill Road","42.4018","-71.1335","false","Pipe","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1334513 42.401757)"
"21005903","CANAL PARK","Canal Park","42.3698","-71.0757","false","Box","13","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0757255 42.3698316)"
"21006485","ALBERICO PARK","Alberico Park","42.3609","-71.1126","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1126364 42.3609341)"
"21060584","(addition) WILLOW ST HOMES TRASH AREA BOX 2","14-16 Palermo St","42.3715","-71.093","false","Box","5",,"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0930093294 42.3715214954)"
"21001222","BOX 2 IN BED TO LEFT OF MAINTENANCE SHED 99 SHERMAN ST","99 Sherman St","42.3888","-71.1367","false","Box","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1367 42.38885)"
"21055532","#KC CITY OF CAMBRDIGE ADDITION #SN PUTNAM GARDENS TRASH BUILDING 2 BOX 2","64 Magee St","42.3663","-71.1131","true","Box","19",,"0","0","9","10","6","0","2","2","0","0","0","0","0","0","0","0","Yes","POINT (-71.1130903294 42.366276)"
"21005595","SQUIRREL BRAND PARK","Squirrel Brand Community Garden","42.3673","-71.0969","false","Box","6","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09685865 42.36729534)"
"21100821","(PB) AGASSIZ IN BACK PARKING LOT ALONG WOODEN FENCE BEHIND GUARD RAIL","1713 Massachusetts Ave","42.3835","-71.1192","true","Box","8",,"0","0","0","8","0","0","0","0","5","3","0","0","0","0","0","0","Yes","POINT (-71.1191506 42.3835486)"
"21000522","DUFFIT TOT LOT","33 Maple Ave","42.3733","-71.1043","false","Box","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10426 42.3733138)"
"21006188","(addition) TOBIN MONTESSORI SCHOOL BEHIND BLACK DUMPSTER","181 Vassal Ln","42.3844","-71.14","true","Box","7",,"0","0","6","1","0","0","0","0","0","1","0","0","0","0","0","0","Yes","POINT (-71.1400241 42.3843764)"
"21101037","(PB) CAMBRIDGEPORT EAST IN COMMUNITY GARDEN ALONG BLACK FENCE","3 Emily St","42.36","-71.1049","true","Box","9",,"0","0","0","9","0","0","0","6","2","1","0","0","0","0","0","0","Yes","POINT (-71.10494753 42.36002113)"
"21003918/20123649","(addition) GRAHAM AND PARKS SCHOOL","123 Walker St","42.3826","-71.1241","true","Box","13",,"0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1241239875 42.382566746)"
"21005184","MASS AVE DUMPSTER BEHIND 1667 MASS AVE 1","1667 Massachusetts Ave","42.3821","-71.1194","true","Box","7",,"0","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","No","POINT (-71.1194105 42.3820838)"
"21006952","RIVERSIDE PRESS PARK","Memorial Dr & River St","42.3615","-71.116","false","Box","18","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1159728 42.3614689)"
"21006960","ARTHUR J SHALLOW PLAYGROUND","90 Bristol St","42.3674","-71.0943","false","Box","13","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09427 42.3673659)"
"20061046/21005020","MASSACHUSETTS AVE REAR ALLEY","2368 Massachusetts Ave	","42.3967","-71.1297","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1296666 42.3966675)"
"21006667","MASS AVE FIRE HOUSE","366 Mass Ave","42.3629","-71.0998","true","Box","34","0","8","11","10","5","0","2","1","0","0","2","0","0","0","0","0","0","No","POINT (-71.099785 42.362919)"
"21026616","RUSSELL FIELD","359 Rindge Ave","42.3947","-71.1375","false","Box","11","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1374827 42.3947141)"
"21026747","MASS AVE LEFT SIDE OF ENTRANCE ALONG BUILDING","770 Massachusetts Ave","42.3664","-71.1061","true","Box","11",,"0","0","8","3","0","0","0","3","0","0","0","0","0","0","0","0","No","POINT (-71.1061404 42.3663746)"
"21100857","(PB) SHANNONS TOWN BACK LEFT CORNER BEHIND BUILDING LEFT OF 269 PUTNAM","269 Putnam Ave","42.3627","-71.1138","true","Box","15",,"0","0","0","15","0","0","0","0","5","10","0","0","0","0","0","0","Yes","POINT (-71.1138034 42.3626775)"
"21000940","BEHIND TRASH IN FRONT OF PEET'S COFFEE","102 Mt Auburn St","42.3726","-71.1207","false","Box","35","25","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1207 42.37258)"
"21100850"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ "," 215 Green St","42.3641","-71.1028","true","Box","9",,"0","0","0","9","0","0","0","3","4","2","0","0","0","0","0","0","Yes","POINT (-71.1027764 42.36413768)"
"21085869","(DPW) CENTRAL SQUARE LEFT SIDE OF BUILDING IN ALLEY","877 Massachusetts Ave","42.3682","-71.1079","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10793235 42.36817815)"
"21090052","(DPW) ACORN PARK ON BACK RIGHT CORNER OF 165 BUILDING BY GENERATOR CAGE ATTACHED TO BUILDING. GO DOWN ALLEY BETWEEN 165 AND 125","165 Cambridgepark Dr","42.3954","-71.1471","true","Box","7",,"0","0","0","7","0","0","0","0","2","5","0","0","0","0","0","0","No","POINT (-71.1471443 42.3954491)"
"21006191","HOYT FIELD","12 Gilmore St","42.364","-71.1113","false","Box","15","0","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1112901 42.3640086)"
"21010617/21055466","(addition) HAGGERTY SCHOOL","3 Lawn St","42.3779","-71.1526","true","Box","6",,"0","0","1","5","0","0","0","0","5","0","0","0","0","0","0","0","Yes","POINT (-71.1525623 42.3778785)"
"21079997","(PB) HARVARD SQUARE BEHIND 30 BOW STREET ON LEFT SIDE WOOD FENCE. ON MT AUBURN STREET SIDE","45 Mt Auburn St","42.3713","-71.1164","true","Box","2",,"0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","Yes","POINT (-71.11641743 42.37129393)"
"21100939"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ IN PARKING LOT ALONG MUREL WALL ON LEFT SIDE BY DUMPSTER"," 84 Bishop Allen","42.3652","-71.1019","true","Box","5",,"0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","Yes","POINT (-71.101861 42.365166)"
"21001534","BOX #9 ALLEY BEHIND MU LAN RESTAURANT","228 Broadway","42.3664","-71.0942","false","Box","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0942 42.36638)"
"21005669","(addition) WEAVER APPARTMENTS","81 Clifton St","42.3959","-71.1361","true","Box","2",,"0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","Yes","POINT (-71.1360799 42.3958694)"
"21006330","WAR MEMORIAL REC CENTER","1640 Cambridge St","42.3748","-71.1098","false","Box","11","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1098287 42.3747536)"
"16034888","GORE AT FIFTH ST","27 5th St","42.3721","-71.083","false","Pipe","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.083 42.37213)"
"21006667","MASS AVE","632 Masschusetts Ave","42.3652","-71.104","false","Box","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.104040055 42.365203436)"
"21026546/20127664","BISHOP ALLEN DR","39 Bishop Allen Dr","42.3646","-71.0998","false","Box","12","0","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0998073 42.3645692)"
"21088133","(DPW) CAMBRIDGEPORT EAST LEFT SIDE FENCE OF PARK","223 Sidney St","42.3572","-71.1064","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1064106 42.3572286)"
"21010366","KENNARD ST IN PLAYGROUND","116 Kinnaird St","42.3679","-71.1126","true","Box","3",,"0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.11256422 42.36793457)"
"21101030","(PB) ACORN PARK BEHIND ELECTORAL GENERATOR BY TRASH OF FOR TOWER 1","402 Rindge Ave","42.3931","-71.14","true","Box","10",,"0","0","0","10","0","0","0","5","1","3","1","0","0","0","0","0","Yes","POINT (-71.1399904 42.3930672)"
"17000823","CEDAR & HARVEY ST","Cedar St and Harvey St","42.3972","-71.1309","false","Pipe","9","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1308818 42.3971971)"
"21001159","LOT 6 BEHIND MCDONALDS NEXT TO BROWN FENCE","Massachusetts Ave & Sidney St","42.363","-71.0996","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.0996235 42.3629887)"
"16034005","46 PORTER RD","46 Porter Rd","42.3891","-71.1218","false","Pipe","39","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1218 42.38907)"
"21001661","(addition) MLK SCHOOL DUMPSTER AREA","111 Kinnaird St","42.3675","-71.1128","true","Box","28",,"0","0","14","14","3","0","3","1","4","1","2","0","0","0","0","0","Yes","POINT (-71.112815 42.3675306)"
"21089979","(DPW) CAMBRIDGEPORT EAST IN NUNES PARK BACK LEFT CORNER NEAR TENNIS COURT","520 Putnam Ave","42.3582","-71.1087","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1086673 42.3582348)"
"21007092","RICHDALE AVE THE YAUSHAYANS","1 Richdale Ave","42.3885","-71.1215","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.121536 42.388515)"
"21089171","(PB) ACORN PARK ALONG BACK FENCE OF TOWER 3 NEAR THE TRACKS","362 Rindge Ave","42.3926","-71.1381","true","Box","1",,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Yes","POINT (-71.1381297 42.3925535)"
"21000636","PROSPECT ST DUMPSTER CORRAL","357 Prospect St","42.3737","-71.098","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.098 42.37372)"
"21087928"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ ATTACHED THE FENCE BY DOUBLE TRASH DOOR ON FRANKLIN ST"," 10 Magazine St","42.3644","-71.1047","true","Box","8",,"0","0","0","8","0","0","0","2","2","2","2","0","0","0","0","0","Yes","POINT (-71.1046982 42.3644444)"
"21006858","DONNELLY FIELD","York St and Berkshire St","42.3702","-71.0917","false","Box","9","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0917462 42.3702161)"
"21086100","(DPW) HARVARD SQUARE SMALL TRIANGULAR PARK IN FRONT OF DOOR OF 59 MOUNT AUBURN STREET","66 Mt Auburn St","42.3718","-71.1179","true","Box","1",,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","No","POINT (-71.11791056 42.37179136)"
"21006246","POST OFFICE RIGHT OF FRONT DOOR BY GAS METER","770 Massachusetts Ave","42.3664","-71.1061","false","Box","34",,"0","28","6","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1061404 42.3663746)"
"21020887"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ  UNDER FIRE ESCAPE STAIRS"," 698 Massachusetts Ave","42.3657","-71.1049","true","Box","2",,"0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","Yes","POINT (-71.10492172 42.36566501)"
"21026838","CLARK STREET","151 Clark St","42.3665","-71.0945","true","Box","22",,"0","4","18","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0944743294 42.3665205)"
"21004157","CAMBRIDGE ST & PROSPECT ST","1245 Cambridge St","42.3735","-71.0981","false","Box","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0981332 42.3735487)"
"21089344"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ ALONG FENCE BY CAMBRIDGE SENIOR CENTER"," 18 Sellers St","42.3664","-71.1067","true","Box","3",,"0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","Yes","POINT (-71.10669677 42.36639482)"
"21092556","GREEN ST BACK OF BULIMIA DUMPSTER AREA","363 GREEN ST","42.3658","-71.1055","true","Box","20",,"0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1055187 42.3658407)"
"16034503","26 FAIRFIELD","26 Fairfield St","42.3918","-71.1267","false","Pipe","16","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1267 42.39184)"
"21005903","CAMBRIDGEPARK DR LEFT OF LOADING DOCK DECK","125 Cambridgepark Dr","42.395","-71.1459","true","Box","11",,"0","0","1","10","0","0","8","1","1","0","0","0","0","0","0","0","No","POINT (-71.1458594 42.3950462)"
"21001537","NEXT TO GARAGE ACROSS FROM GARDEN ON MOORE ST 14","93-95 Moore St","42.3661","-71.094","false","Box","22","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.094 42.36615)"
"21059844","(addition) FLETCHER MAYNARD DUMPSTER AREA","248 Broadway","42.3671","-71.096","false","Box","13",,"0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0959656 42.3671287)"
"21014883","MILLERS RIVER APARTMENTS","15 Lambert St","42.3726","-71.0871","false","Box","21","0","1","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.087067 42.3726017)"
"17000109","CREIGHTON","50 Creighton St","42.3896","-71.1232","false","Pipe","39",,"0","0","0","39","12","3","0","0","24","0","0","0","0","0","0","0","No","POINT (-71.12322956 42.38962579)"
"21088234","(PB) THE PORT ALONG COMMUNITY GARDEN FENCE OFF DICKINSON ST PRIVATE WAY","89 Moore St","42.3659","-71.0939","true","Box","7",,"0","0","0","7","0","0","0","4","3","0","0","0","0","0","0","0","Yes","POINT (-71.09390465 42.36593504)"
"21000522","DUFFIT TOT LOT INSIDE PLAYGROUND","33 Maple Ave","42.3733","-71.1042","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10424162 42.37330829)"
"21005956","TOOMEY PARK DOG PARK","Dog Park at Toomey Park","42.3668","-71.0812","false","Box","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0812257 42.3668105)"
"21001558","LEFT OF 1700 CAMBRIDGE ST LOADING DOCK 3","1683 Cambridge St","42.3749","-71.1117","false","Box","30","11","15","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1117 42.37494)"
"21100817","(PB) KENDALL SQUARE ATTACHED TO ELECTRICAL CAGE IN SMALL LOT OFF LAMBERT","15 Lambert St","42.3727","-71.0872","true","Box","3",,"0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","Yes","POINT (-71.0871555 42.3727415)"
"21026329/20120475","RINDGE LATIN SCHOOL	ENTRANCE TO PARKING GARAGE BEHIND PARK BENCH","449 Broadway Ct	","42.374","-71.1114","false","Box","9","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.111397 42.373978)"
"17000764","PORTER & WARREN","5 Porter St","42.3735","-71.0881","false","Pipe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.08807474 42.37346293)"
"21100947","(PB) KENDALL SQUARE TIED TO FENCE NEAR ENTRANCE OF BUILDING","15 Lambert St","42.3727","-71.0872","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","Yes","POINT (-71.0871555 42.3727415)"
"21001449","BEHIND TRASH AT COMMUNITY CENTER ON HOWARD ST 15","1 Callender St","42.3654","-71.1113","false","Box","45","34","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1113 42.36544)"
"16034627","RINDGE AND HASKELL","Rindge Ave @ Haskell St","42.3926","-71.1276","false","Pipe","110","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1276 42.39262)"
"17000776","STANDING & MALCOM ST","Malcolm Rd & Standish St","42.3818","-71.139","false","Pipe","145","0","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1389954 42.3817915)"
"21058730","(addition) MANNING HOUSING","280 Green St","42.3646","-71.1042","true","Box","6",,"0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1042151 42.3645549)"
"17000098","RINDGE @ HASKELL","Rindge Ave @ Haskell St","42.3925","-71.1275","false","Pipe","12","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.12754185 42.39254011)"
"21007146","RUSSELL FIELD","1 Rindge Ave","42.3935","-71.1327","false","Box","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1326595 42.3934751)"
"21100951"," #KC CITY OF CAMBRIDGE PB #SN WEST CAMBRIDGE COMMUNITY GARDEN GATE"," 650 Concord Ave","42.3891","-71.1488","true","Box","9",,"0","0","0","9","0","0","0","1","2","6","0","0","0","0","0","0","Yes","POINT (-71.14884782 42.38909159)"
"21000731","#KC CITY OF CAMBRIDGE # MASS AVE BACK LOADING DOCK NEXT TO RED DUMPSTER","770 Massachusetts Ave","42.3664","-71.1061","true","Box","11",,"0","1","7","3","1","0","1","0","1","0","0","0","0","0","0","0","No","POINT (-71.1061404 42.3663746)"
"21006623","COOPER PARK BEHIND TRASH NEAR CONSTRUCTION","110 Hancock St	","42.3693","-71.1077","true","Box","6",,"0","0","5","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.1077119 42.36929298)"
"21101253","(PB) CENTRAL SQUARE NEXT TO TRASH HOUSE","107 Harvard St","42.365","-71.0926","true","Box","9",,"0","0","0","9","0","0","0","0","4","5","0","0","0","0","0","0","Yes","POINT (-71.0926253 42.3650327)"
"21053015","(DPW) WELLINGTON-HARRINGTON WEST END OF 329 NORFOLK ST ATTACHED TO FENCE NEXT TO DRIVEWAY","329 B Norfolk St","42.3723","-71.0968","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09683757 42.37228007)"
"20128998/21026396","CLARY ST BACK YARD ALONG FENCE	","10 Clary St","42.3739","-71.0983","true","Box","42",,"0","5","27","10","1","0","0","2","1","6","0","0","0","0","0","0","No","POINT (-71.0982687 42.3739076)"
"21088714","(DPW) HARVARD SQUARE CORNER OF THE CEMETERY CLOSEST TO THE CHURCH/MASS AVE","1 Church Street","42.3747","-71.1193","true","Box","6",,"0","0","0","6","0","0","0","0","5","1","0","0","0","0","0","0","No","POINT (-71.11925856 42.37470473)"
"21003720","(addition) CHA TRASH HOUSE 1 BOX 2","9W73+GJ Cambridge	","42.3638","-71.0959","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.095901 42.3638495045)"
"21101255"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ ALONG BROWN FENCE"," 12 Inman St","42.3671","-71.1047","true","Box","13",,"0","0","0","13","0","0","0","5","3","4","1","0","0","0","0","0","Yes","POINT (-71.10468203 42.3671213)"
"21000950","SILVA PARK ON SCIARAPPA BY WOODEN FENCE 7 ","56 Sciarappa St","42.3709","-71.0815","true","Box","9",,"0","0","1","8","1","3","2","0","1","1","0","0","0","0","0","0","No","POINT (-71.08145747 42.37091484)"
"21004974","DONNELLY FIELD","Berkshire and York St","42.3694","-71.0914","false","Box","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0913946 42.3693921)"
"21005595","BROADWAY COMMUNITY GARDEN COMMUNITY GARDEN BACK LEFT SIDE NEXT TO THE GRILL","268 Broadway","42.3676","-71.0971","true","Box","20",,"0","9","10","1","0","0","1","0","0","0","0","0","0","0","0","0","No","POINT (-71.0970893 42.3675854)"
"21057246","(addition) HOWARD COMPLEX TRASH BINS OFFICE","195 River St","42.3636","-71.111","true","Box","31",,"0","0","16","15","0","0","0","1","5","9","0","0","0","0","0","0","Yes","POINT (-71.1109650847 42.3635567095)"
"20127536/21004479","HAMPSHIRE STREET","147 Hampshire St","42.3715","-71.0975","true","Box","92","0","24","32","23","13","0","0","6","1","1","3","2","0","0","0","0","0","No","POINT (-71.097481 42.37151191)"
"21006043","PEMBERTON STREET BY NEIGHBORS FENCE","88 Pemberton St	","42.3905","-71.1269","true","Box","1",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1269427 42.3904975)"
"21100961","(PB) ACORN PARK ATTACHED TO FENCE ACROSS FROM UNIT 510-520 CLIFTON PL","510 Clifton Cir","42.3925","-71.1363","true","Box","1",,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","Yes","POINT (-71.1363036 42.3925437)"
"21001185","DPW 147 HAMPSHIRE ST BEHIND TRAILER 6 BOX #6 DPW 147 HAMPSHIRE ST BEHIND TRAILER","283 Norfolk St","42.3718","-71.097","true","Box","1",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09699387 42.37184425)"
"21090089","(PB) AREA IV LEFT OF DUMPSTER","40-50 York St","42.3693","-71.0918","true","Box","5",,"0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","Yes","POINT (-71.0918306 42.3693386)"
"21100954","(PB) CAMBRIDGEPORT EAST BACK LEFT CORNER OF COMMUNITY GARDEN","16 Watson St","42.362","-71.1043","true","Box","7",,"0","0","0","7","0","0","0","0","4","1","2","0","0","0","0","0","Yes","POINT (-71.10433006 42.36200757)"
"21001245","BOX #17 BEHIND TRASH CAN AT MCELROY PARK","20 Pleasant St","42.3652","-71.1065","false","Box","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1065 42.36518)"
"17001339","ALLSTON ST","88 Allston St","42.3577","-71.1069","false","Pipe","614","0","424","186","4","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1068642 42.3577128)"
"21010518","(addition) BALDWIN SCHOOL DUMPSTER AREA","85 Oxford St	","42.3824","-71.1168","true","Box","12",,"0","0","5","7","0","0","0","4","1","2","0","0","0","0","0","0","Yes","POINT (-71.1168143 42.3823558)"
"17000760","ALEWIFE BROOK PKWY","25 Alewife Pkwy","42.402","-71.1346","false","Pipe","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.134614 42.4020265)"
"21000728","BOX #28 BEHIND ROCK IN WINTHROP PARK","Winthrop Sequare","42.3725","-71.1205","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1205 42.37246)"
"21006623","COOPER PARK","Cooper Park","42.3695","-71.1078","false","Box","15","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1078085 42.3694655)"
"21100965","(DPW) CAMBRIDGEPORT EAST IN COMMUNITY PARK ALONG LEFT FENCE","520 Putnam Ave","42.3582","-71.1087","true","Box","7",,"0","0","0","7","0","0","0","0","4","3","0","0","0","0","0","0","No","POINT (-71.1086673 42.3582348)"
"17000776","APPLETON ST","192 Appleton St","42.3828","-71.1334","false","Pipe","66","0","0","0","53","13","5","8","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1334 42.38276098)"
"20070734","CLARY ST	REAR OF HOME ALONG FENCE	","10 Clary St","42.3739","-71.0983","false","Box","18","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0982687 42.3739076)"
"21001226","GREEN ROSE PARK TRASH CAN 2 13","Greene-Rose Heritage Park","42.3661","-71.095","false","Box","26","10","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.095 42.36613)"
"21101031","(DPW) WELLINGTON - HARRINGTON BEHIND HOME PLATE OF DONNELLY FIELD","Donnelly Field","42.3696","-71.0915","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09146792 42.36964739)"
"21006488","(addition) 161 WASHINGTON ST","161 Washington St","42.3652","-71.0956","true","Box","10",,"0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0955713 42.3651771)"
"21100860"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ ALONG FENCE OFF OF GREEN ST NEXT TO RED DUMPSTERS"," 119 Green St","42.3631","-71.1008","true","Box","6",,"0","0","0","6","0","0","0","5","0","1","0","0","0","0","0","0","Yes","POINT (-71.10076388 42.36310539)"
"21006519","175 CAMBRIDGEPARK DR FENCE ACROSS FROM DUMPSTERS","175 Cambridgepark Dr","42.3955","-71.1472","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1472306 42.3954782)"
"21014813","TOOMEY PARK SECOND AND ROGERS","175 Second St","42.3662","-71.0798","true","Box","17",,"0","5","8","4","0","0","1","0","1","1","1","0","0","0","0","0","No","POINT (-71.07976808 42.36618)"
"17000119","PORTER RD MANHOLE IN FRONT OF 46 PORTER RD","46 Porter Rd","42.3891","-71.1217","false","Pipe","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1216871 42.3890544)"
"21000567","BACK FINCE IN COOMMUNITY GARDEN 69 CHARLES ST","69 Charles St","42.3677","-71.0798","false","Box","29","0","14","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0798 42.36766)"
"21005039","MILLERS RIVER APARTMENTS	","15 Lambert St	","42.3727","-71.0872","true","Box","25",,"0","0","22","3","1","0","0","0","0","2","0","0","0","0","0","0","No","POINT (-71.0871555 42.3727415)"
"21006971","CHARLES PARK	","124 First St	","42.367","-71.0776","true","Box","8",,"0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0775506 42.3669523)"
"21001224","DANA PARK LAWRENCE ST ENTRANCE 19","14 Lawrence St","42.3614","-71.1072","false","Box","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1072 42.3614)"
"21055525","(addition) WILLOW ST HOMES TRASH AREA","14-16 Palermo St","42.3716","-71.093","false","Box","3",,"0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.09304 42.3716029816)"
"21005668","WAR MEMORIAL REC CENTER","1640 Cambridge St","42.3748","-71.1098","true","Box","20","0","12","5","1","2","0","1","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.1098287 42.3747536)"
"21007051","TOOMEY PARK ROGERS ST BIG BELLY","71 Rogers St","42.3664","-71.0808","false","Box","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0808107 42.36635819)"
